timestamp,latency,queue_id
1762516832.837083,310,0
1762516832.837262,300,0
1762516832.837386,327,0
1762516832.837549,304,0
1762516832.837660,310,0
1762516832.881333,334,0
1762516832.881760,306,1
1762516832.881911,307,1
1762516832.882042,330,1
1762516832.883941,313,0
1762516832.884113,301,0
1762516832.884262,327,0
1762516832.886104,311,0
1762516832.886263,304,0
1762516832.886391,331,0
1762516832.888262,304,0
1762516832.888432,305,0
1762516832.888546,324,0
1762516832.890400,311,1
1762516832.890552,304,1
1762516832.890654,330,1
1762516832.891606,307,1
1762516832.891881,308,1
1762516832.891980,327,1
1762516832.892921,307,1
1762516832.893092,304,1
1762516832.893124,329,1
1762516832.893971,314,0
1762516832.894126,302,0
1762516832.894223,327,0
1762516832.894983,310,0
1762516832.895140,304,0
1762516832.895174,321,0
1762516832.896012,310,1
1762516832.896187,300,1
1762516832.896221,327,1
1762516832.923537,307,0
1762516832.923614,304,0
1762516832.923648,1339,1
1762516832.923669,1340,1
1762516832.923669,1343,1
1762516832.923669,1342,1
1762516832.923669,1340,1
1762516832.923669,1342,1
1762516832.923699,13134,1
1762516832.923699,12222,1
1762516832.923875,175711,0
1762516832.923876,212434,1
1762516832.924144,443075,0
1762516832.924144,479793,1
1762516832.924412,710429,0
1762516832.924414,580616,1
1762516832.924614,780517,1
1762516832.924711,779601,1
1762516832.924882,1179235,0
1762516832.924915,1178315,0
1762516832.925150,1315235,1
1762516832.925152,1445678,0
1762516832.925352,1515447,1
1762516832.925354,1645890,0
1762516832.925621,1782804,1
1762516832.925719,1781891,1
1762516832.925889,2181524,0
1762516832.925923,2180609,0
1762516832.926091,2250382,1
1762516832.926092,2380825,0
1762516832.926359,2517737,1
1762516832.926362,2617142,0
1762516832.926628,2785101,1
1762516832.926629,2759461,1
1762516832.926831,3085632,0
1762516832.926831,3084717,0
1762516832.927098,3227946,1
1762516832.927099,3352074,0
1762516832.927367,3495307,1
1762516832.927368,3619436,0
1762516832.927569,3695517,1
1762516832.927570,3694603,1
1762516832.927837,4087928,0
1762516832.927837,4087006,0
1762516832.928105,4230234,1
1762516832.928107,4354368,0
1762516832.928307,4430448,1
1762516832.928308,4554580,0
1762516832.928576,4697812,1
1762516832.928610,4696894,1
1762516832.928844,5090216,0
1762516832.928849,5055747,0
1762516832.929045,5165382,1
1762516832.929047,5255964,0
1762516832.929314,5432739,1
1762516832.929315,5523317,0
1762516832.929583,5700104,1
1762516832.929616,5699182,1
1762516832.929784,5991810,0
1762516832.929798,5990895,0
1762516832.930052,6167675,1
1762516832.930054,6258251,0
1762516832.930254,6348248,1
1762516832.930255,6458465,0
1762516832.930523,6615613,1
1762516832.930537,6614691,1
1762516832.930791,6994105,0
1762516832.930805,6993183,0
1762516832.930993,7083182,1
1762516832.930994,7193400,0
1762516832.931261,7350540,1
1762516832.931263,7284275,0
1762516832.931532,7600360,1
1762516832.931532,7599443,1
1762516832.931732,7752762,0
1762516832.931830,7751845,0
1762516832.932000,8067930,1
1762516832.932001,8019206,0
1762516832.932269,8335288,1
1762516832.932270,8286569,0
1762516832.932471,8535504,1
1762516832.932471,8534582,1
1762516832.932739,8755052,0
1762516832.932838,8754139,0
1762516832.933007,9070223,1
1762516832.933008,9021497,0
1762516832.933209,9270434,1
1762516832.933210,9221710,0
1762516832.933478,9536878,1
1762516832.933478,9537792,1
1762516832.933746,9757343,0
1762516832.933747,9725062,0
1762516832.933948,10005363,1
1762516832.933949,9925271,0
