timestamp,latency,queue_id
1762412456.762359,309,0
1762412456.762537,303,0
1762412456.762678,330,0
1762412456.762775,304,0
1762412456.762872,307,0
1762412456.805338,332,0
1762412456.805774,310,0
1762412456.805927,307,0
1762412456.806053,329,0
1762412456.807969,310,0
1762412456.808121,307,0
1762412456.808239,326,0
1762412456.810112,307,0
1762412456.810268,300,0
1762412456.810384,326,0
1762412456.812287,312,0
1762412456.812456,303,0
1762412456.812595,326,0
1762412456.814468,309,0
1762412456.814621,300,0
1762412456.814645,320,0
1762412456.815949,310,0
1762412456.816134,300,0
1762412456.816232,327,0
1762412456.817145,309,0
1762412456.817315,303,0
1762412456.817342,326,0
1762412456.818167,306,0
1762412456.818323,306,0
1762412456.818349,329,0
1762412456.819176,309,0
1762412456.819338,300,0
1762412456.819371,323,0
1762412456.820172,310,0
1762412456.820359,307,0
1762412456.820386,326,0
1762412456.847074,307,0
1762412456.847172,308,0
1762412456.847185,1340,0
1762412456.847208,1343,0
1762412456.847209,1339,0
1762412456.847209,1339,0
1762412456.847209,1343,0
1762412456.847209,1340,0
1762412456.847248,29031,0
1762412456.847248,28117,0
1762412456.847429,228011,0
1762412456.847446,227096,0
1762412456.847699,460618,0
1762412456.847699,459700,0
1762412456.847898,659602,0
1762412456.847913,658680,0
1762412456.848168,925729,0
1762412456.848168,924815,0
1762412456.848436,1191857,0
1762412456.848449,1190942,0
1762412456.848638,1389922,0
1762412456.848638,1390836,0
1762412456.848906,1631792,0
1762412456.848922,1630873,0
1762412456.849175,1897919,0
1762412456.849188,1897002,0
1762412456.849376,2096904,0
1762412456.849389,2095981,0
1762412456.849645,2363032,0
1762412456.849658,2362115,0
1762412456.849913,2629159,0
1762412456.849926,2628244,0
1762412456.850121,2795949,0
1762412456.850121,2795034,0
1762412456.850384,3062076,0
1762412456.850400,3061162,0
1762412456.850652,3328205,0
1762412456.850652,3327291,0
1762412456.850853,3527190,0
1762412456.850869,3526274,0
1762412456.851123,3792402,0
1762412456.851123,3793320,0
1762412456.851391,4032269,0
1762412456.851407,4031355,0
1762412456.851592,4231251,0
1762412456.851607,4230336,0
1762412456.851860,4497381,0
1762412456.851875,4496464,0
1762412456.852129,4763513,0
1762412456.852145,4762591,0
1762412456.852330,4962493,0
1762412456.852345,4961576,0
1762412456.852599,5223346,0
1762412456.852615,5222425,0
1762412456.852868,5489474,0
1762412456.852886,5488552,0
1762412456.853070,5673590,0
1762412456.853088,5672671,0
1762412456.853339,5939719,0
1762412456.853339,5938799,0
1762412456.853606,6205848,0
1762412456.853620,6204208,0
1762412456.853808,6404104,0
1762412456.853808,6403189,0
1762412456.854076,6670239,0
1762412456.854090,6669317,0
1762412456.854346,6893725,0
1762412456.854362,6892807,0
1762412456.854546,7092709,0
1762412456.854560,7091795,0
1762412456.854815,7358838,0
1762412456.854829,7357923,0
1762412456.855083,7624972,0
1762412456.855097,7624052,0
1762412456.855285,7823953,0
1762412456.855299,7823034,0
1762412456.855554,8090080,0
1762412456.855570,8089163,0
1762412456.855822,8356209,0
1762412456.855838,8355290,0
1762412456.856023,8555192,0
1762412456.856039,8545006,0
1762412456.856293,8812054,0
1762412456.856308,8811134,0
1762412456.856561,9078183,0
1762412456.856577,9077267,0
1762412456.856763,9277162,0
1762412456.856764,9266844,0
1762412456.857032,9533887,0
1762412456.857032,9532973,0
1762412456.857300,9800018,0
1762412456.857313,9799100,0
1762412456.857502,9999002,0
1762412456.857502,9998080,0
1762412456.857770,10265129,0
1762412456.857783,10264211,0
1762412456.858038,10531257,0
1762412456.858040,10500462,0
1762412456.858240,10700361,0
1762412456.858274,10699441,0
1762412456.858508,10966491,0
1762412456.858542,10965575,0
1762412456.858777,11227730,0
1762412456.858810,11226814,0
1762412456.858978,11426711,0
1762412456.859012,11425795,0
1762412456.859247,11692837,0
1762412456.859250,11661762,0
1762412456.859516,11928123,0
1762412456.859530,11927202,0
1762412456.859717,12127103,0
1762412456.859731,12126189,0
1762412456.859986,12393230,0
1762412456.860000,12392317,0
1762412456.860254,12659358,0
1762412456.860268,12658444,0
1762412456.860456,12858346,0
1762412456.860457,12547280,0
1762412456.860724,12814329,0
1762412456.860738,12813411,0
1762412456.860993,13080458,0
1762412456.861006,12651401,0
1762412456.861194,12851303,0
1762412456.861207,12850389,0
1762412456.861463,13117431,0
1762412456.861472,13116516,0
1762412456.861731,13383560,0
1762412456.861740,12889841,0
1762412456.861933,13089743,0
1762412456.861942,13088825,0
1762412456.862201,13355870,0
1762412456.862210,13354951,0
1762412456.862470,13621999,0
1762412456.862472,13410975,0
1762412456.862671,13610877,0
1762412456.862685,13327600,0
1762412456.862942,13594651,0
1762412456.862942,13593733,0
1762412456.863209,13860778,0
1762412456.863222,13859860,0
1762412456.863411,14059760,0
1762412456.863411,13596759,0
1762412456.863679,13863808,0
1762412456.863687,13862889,0
